"","Author","Year","Title","DOI","DTIC.link","SA.measure.type","Sample.size","Sample.size.stats","es.z","vi.z","SampleID","Outcome"
"517","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,-0.224850526,0.125,"Grigoleit2017",517
"518","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.454999602,0.125,"Grigoleit2017",518
"519","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.486202922,0.125,"Grigoleit2017",519
"520","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.248167024,0.125,"Grigoleit2017",520
"521","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.593098113,0.125,"Grigoleit2017",521
"522","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.151574906,0.125,"Grigoleit2017",522
"523","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.138214885,0.125,"Grigoleit2017",523
"524","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.074545549,0.125,"Grigoleit2017",524
"525","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.376807631,0.125,"Grigoleit2017",525
"526","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.377608122,0.125,"Grigoleit2017",526
"527","Gugliotta",2017,"Are situation awareness and decision-making in driving totally conscious processes? Results of a hazard prediction task",NA,NA,"General Know.",121,121,0.309519604,0.008474576,"Gugliotta2017",527
"528","Gugliotta",2017,"Are situation awareness and decision-making in driving totally conscious processes? Results of a hazard prediction task",NA,NA,"General Know.",121,121,0.365443754,0.008474576,"Gugliotta2017",528
"529","Gugliotta",2017,"Are situation awareness and decision-making in driving totally conscious processes? Results of a hazard prediction task",NA,NA,"General Know.",121,121,0.192337169,0.008474576,"Gugliotta2017",529
"530","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.224838816,0.037037037,"Jeon2014",530
"531","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.273906407,0.037037037,"Jeon2014",531
"532","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,-0.111551809,0.037037037,"Jeon2014",532
"533","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,-0.151670306,0.037037037,"Jeon2014",533
"534","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.185421177,0.037037037,"Jeon2014",534
"535","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,-0.085823884,0.037037037,"Jeon2014",535
"536","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.208489649,0.037037037,"Jeon2014",536
"537","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.245753391,0.037037037,"Jeon2014",537
"538","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.322322976,0.037037037,"Jeon2014",538
"539","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,-0.026989008,0.037037037,"Jeon2014",539
"540","Jeon",2014,"Anger effects on driver situation awareness and driving performance","10/f55d8x",NA,"General Know.",35,30,0.338051418,0.037037037,"Jeon2014",540
"541","Johnson",2009,"Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills","10/fzr872",NA,"MARS",35,35,0.775298706,0.03125,"Johnson2009",541
"542","Johnson",2009,"Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills","10/fzr872",NA,"MARS",35,35,0.435611223,0.03125,"Johnson2009",542
"543","Johnson",2009,"Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills","10/fzr872",NA,"MARS",35,35,0.13073985,0.03125,"Johnson2009",543
"544","Johnson",2009,"Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills","10/fzr872",NA,"MARS",35,35,0.510070337,0.03125,"Johnson2009",544
"545","Johnson",2009,"Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills","10/fzr872",NA,"MARS",35,35,0.276863823,0.03125,"Johnson2009",545
"546","Johnson",2009,"Investigating the Effects of Desktop Computer Simulation Training on Situation Awareness (SA) and Adaptive Decision-Making Skills","10/fzr872",NA,"MARS",35,35,0.070114671,0.03125,"Johnson2009",546
"547","Jung",2008,"A Study of Relationships between Situation Awareness and Presence that Affect Performance on a Handheld Game Console",NA,NA,"SAGAT",30,30,1.045370548,0.037037037,"Jung2008",547
"548","Kaber",2012,"Effects of hazard exposure and roadway complexity on young and older driver situation awareness and performance","http://dx.doi.org/10.1016/j.trf.2012.06.002",NA,"SPAM",20,20,0.174652437,0.058823529,"Kaber2012",548
"549","Lafond",2012,"Support requirements for cognitive readiness in complex operations","10/ggqf7p",NA,"General Know.",10,10,-0.33834603,0.142857143,"Lafond2012a",549
"550","Lafond",2012,"Support requirements for cognitive readiness in complex operations","10/ggqf7p",NA,"General Know.",10,10,0.178883953,0.142857143,"Lafond2012a",550
"551","Lafond",2012,"Support requirements for cognitive readiness in complex operations","10/ggqf7p",NA,"General Know.",40,40,0.383796543,0.027027027,"Lafond2012b",551
"552","Laptaned",2006,"Situation awareness in virtual environments: A theoretical model and investigation with different interface designs","http://eprints.utcc.ac.th/962/",NA,"SAGAT",60,60,0.144947344,0.01754386,"Laptaned2006",552
"553","Laptaned",2006,"Situation awareness in virtual environments: A theoretical model and investigation with different interface designs","http://eprints.utcc.ac.th/962/",NA,"SART",60,60,-0.006847345,0.01754386,"Laptaned2006",553
"554","Lehtonen",2017,"Learning game for training child bicyclists situation awareness","10/gbm285",NA,"Explicit Recall",80,80,0.459896681,0.012987013,"Lehtonen2017",554
"555","Lehtonen",2017,"Learning game for training child bicyclists situation awareness","10/gbm286",NA,"Explicit Recall",80,80,-0.090244188,0.012987013,"Lehtonen2017",555
"556","Lehtonen",2017,"Learning game for training child bicyclists situation awareness","10/gbm287",NA,"Explicit Recall",80,80,0.376885901,0.012987013,"Lehtonen2017",556
"557","Lehtonen",2017,"Learning game for training child bicyclists situation awareness","10/gbm288",NA,"Explicit Recall",80,80,-0.181982689,0.012987013,"Lehtonen2017",557
"558","Lehtonen",2017,"Learning game for training child bicyclists situation awareness","10/gbm289",NA,"Explicit Recall",80,80,0.331647109,0.012987013,"Lehtonen2017",558
"559","Lehtonen",2017,"Learning game for training child bicyclists situation awareness","10/gbm289",NA,"Explicit Recall",80,80,-0.192337169,0.012987013,"Lehtonen2017",559
"560","Lin",2013,"Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload","10/f5qd2w",NA,"SART",60,60,0.435611223,0.01754386,"Lin2013",560
"561","Lin",2013,"Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload","10/f5qd2w",NA,"SART",60,60,0.562729769,0.01754386,"Lin2013",561
"562","Lin",2013,"Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload","10/f5qd2w",NA,"SART",60,60,0.223656109,0.01754386,"Lin2013",562
"563","Lin",2013,"Development of staffing evaluation principle for advanced main control room and the effect on situation awareness and mental workload","10/f5qd2w",NA,"SART",60,60,0.693147181,0.01754386,"Lin2013",563
"564","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf100",NA,"SPAM",84,84,0.331647109,0.012345679,"Miles2017",564
"565","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf101",NA,"SPAM",84,84,0.298566264,0.012345679,"Miles2017",565
"566","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf102",NA,"SPAM",84,84,0.298566264,0.012345679,"Miles2017",566
"567","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf103",NA,"SPAM",84,84,0.376885901,0.012345679,"Miles2017",567
"568","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf104",NA,"SPAM",84,84,0.120581028,0.012345679,"Miles2017",568
"569","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf105",NA,"SPAM",84,84,0.050041729,0.012345679,"Miles2017",569
"570","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf106",NA,"SPAM",84,84,0.120581028,0.012345679,"Miles2017",570
"571","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf107",NA,"SPAM",84,84,0.309519604,0.012345679,"Miles2017",571
"572","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf108",NA,"SPAM",84,84,0.171666664,0.012345679,"Miles2017",572
"573","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf109",NA,"SPAM",84,84,0.010000333,0.012345679,"Miles2017",573
"574","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf110",NA,"SPAM",84,84,0.255412812,0.012345679,"Miles2017",574
"575","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf111",NA,"SPAM",84,84,0.298566264,0.012345679,"Miles2017",575
"576","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf112",NA,"SPAM",84,84,-0.090244188,0.012345679,"Miles2017",576
"577","Miles",2017,"Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?","10/ggqf113",NA,"SPAM",84,84,-0.090244188,0.012345679,"Miles2017",577
"578","Mogford",1997,"Mental models and situation awareness in air traffic control","10/bcpnmv",NA,"General Know.",37,34,0.266108407,0.032258065,"Mogford1997",578
"579","Mogford",1997,"Mental models and situation awareness in air traffic control","10/bcpnmv",NA,"General Know.",37,34,0.090244188,0.032258065,"Mogford1997",579
"580","Mogford",1997,"Mental models and situation awareness in air traffic control","10/bcpnmv",NA,"General Know.",37,34,0.309519604,0.032258065,"Mogford1997",580
"581","Mogford",1997,"Mental models and situation awareness in air traffic control","10/bcpnmv",NA,"General Know.",37,34,0.309519604,0.032258065,"Mogford1997",581
"582","Mogford",1997,"Mental models and situation awareness in air traffic control","10/bcpnmv",NA,"General Know.",37,34,0.161386696,0.032258065,"Mogford1997",582
"583","Mogford",1997,"Mental models and situation awareness in air traffic control","10/bcpnmv",NA,"General Know.",37,34,0.120581028,0.032258065,"Mogford1997",583
"584","Nickel",2019,"How much practice is required to reduce performance variability in a virtual reality mining simulator?","10/ggqf3m",NA,"General Know.",22,18,-0.183484444,0.066666667,"Nickel2019",584
"585","Nickel",2019,"How much practice is required to reduce performance variability in a virtual reality mining simulator?","10/ggqf3m",NA,"General Know.",18,18,0.228315643,0.066666667,"Nickel2019",585
"586","OHagan",2019,"""Flying on empty"" - effects of sleep deprivation on pilot performance","10/ggqk52",NA,"General Know.",7,7,-0.510070337,0.25,"OHagan2019",586
"587","Onal",2014,"Decision-making in abstract trust games: A user interface perspective","10/ggqrx7",NA,"SAGAT",95,95,0.725005088,0.010869565,"Onal2014",587
"588","Riley",2006,"Effects of Robot Control Mode on Situation Awareness and Performance in a Navigation Task","10/fzs7kv",NA,"SAGAT",20,20,0.417473666,0.058823529,"Riley2006",588
"589","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.220575637,0.058823529,"Rogers2011",589
"590","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.290505491,0.058823529,"Rogers2011",590
"591","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.165506826,0.058823529,"Rogers2011",591
"592","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.31331165,0.058823529,"Rogers2011",592
"593","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.399628615,0.058823529,"Rogers2011",593
"594","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.113383068,0.058823529,"Rogers2011",594
"595","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.26371859,0.058823529,"Rogers2011",595
"596","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.18620513,0.058823529,"Rogers2011",596
"597","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.592651619,0.058823529,"Rogers2011",597
"598","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.310346463,0.058823529,"Rogers2011",598
"599","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.261298534,0.058823529,"Rogers2011",599
"600","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.663367341,0.058823529,"Rogers2011",600
"601","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.23677895,0.058823529,"Rogers2011",601
"602","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.26371859,0.058823529,"Rogers2011",602
"603","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.079912501,0.058823529,"Rogers2011",603
"604","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.069076008,0.058823529,"Rogers2011",604
"605","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.314735604,0.058823529,"Rogers2011",605
"606","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.079912501,0.058823529,"Rogers2011",606
"607","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.298706291,0.058823529,"Rogers2011",607
"608","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.03295062,0.058823529,"Rogers2011",608
"609","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.123984005,0.058823529,"Rogers2011",609
"610","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.261847504,0.058823529,"Rogers2011",610
"611","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.199400998,0.058823529,"Rogers2011",611
"612","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.301521827,0.058823529,"Rogers2011",612
"613","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.177953051,0.058823529,"Rogers2011",613
"614","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.360602786,0.058823529,"Rogers2011",614
"615","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.105607571,0.058823529,"Rogers2011",615
"616","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.261847504,0.058823529,"Rogers2011",616
"617","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.224096836,0.058823529,"Rogers2011",617
"618","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.0439562,0.058823529,"Rogers2011",618
"619","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.37187771,0.058823529,"Rogers2011",619
"620","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.199026664,0.058823529,"Rogers2011",620
"621","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.261847504,0.058823529,"Rogers2011",621
"622","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.370968691,0.058823529,"Rogers2011",622
"623","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.080718372,0.058823529,"Rogers2011",623
"624","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.03295062,0.058823529,"Rogers2011",624
"625","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.536455202,0.058823529,"Rogers2011",625
"626","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.120581028,0.058823529,"Rogers2011",626
"627","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.261847504,0.058823529,"Rogers2011",627
"628","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.017318234,0.058823529,"Rogers2011",628
"629","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.220575637,0.058823529,"Rogers2011",629
"630","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.251734039,0.058823529,"Rogers2011",630
"631","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.312761446,0.058823529,"Rogers2011",631
"632","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.259198089,0.058823529,"Rogers2011",632
"633","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.494777456,0.058823529,"Rogers2011",633
"634","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.18620513,0.058823529,"Rogers2011",634
"635","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.240363981,0.058823529,"Rogers2011",635
"636","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.313182905,0.058823529,"Rogers2011",636
"637","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.270586228,0.058823529,"Rogers2011",637
"638","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.476575299,0.058823529,"Rogers2011",638
"639","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.138981345,0.058823529,"Rogers2011",639
"640","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.213318839,0.058823529,"Rogers2011",640
"641","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.05077592,0.058823529,"Rogers2011",641
"642","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.24506721,0.058823529,"Rogers2011",642
"643","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.017318234,0.058823529,"Rogers2011",643
"644","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.00878459,0.058823529,"Rogers2011",644
"645","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.095569142,0.058823529,"Rogers2011",645
"646","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.104090504,0.058823529,"Rogers2011",646
"647","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.041267653,0.058823529,"Rogers2011",647
"648","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.018614911,0.058823529,"Rogers2011",648
"649","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.079912501,0.058823529,"Rogers2011",649
"650","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.233632612,0.058823529,"Rogers2011",650
"651","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,-0.023252576,0.058823529,"Rogers2011",651
"652","Rogers",2011,"The effects of visual and cognitive distraction on driver situation awareness","10/d6wmjb",NA,"General Know.",20,20,0.310346463,0.058823529,"Rogers2011",652
"653","Rose",2013,"An evaluation of the low-event task subjective situation awareness (LETSSA) technique",NA,"NA","SAGAT",23,23,0.21631183,0.05,"Rose2013",653
"654","Rose",2013,"An evaluation of the low-event task subjective situation awareness (LETSSA) technique",NA,"NA","SAGAT",23,23,0.019002287,0.05,"Rose2013",654
"655","Rose",2013,"An evaluation of the low-event task subjective situation awareness (LETSSA) technique",NA,"NA","Other",23,23,-0.221555354,0.05,"Rose2013",655
"656","Rose",2013,"An evaluation of the low-event task subjective situation awareness (LETSSA) technique",NA,"NA","Other",23,23,0.307323247,0.05,"Rose2013",656
"657","Rose",2018,"The Low-Event Task Subjective Situation Awareness (LETSSA) technique: Development and evaluation of a new subjective measure of situation awareness","10/ggqhkw","NA","Other",49,49,0.887183863,0.02173913,"Rose2018",657
"658","Saus",2012,"Who benefits from simulator training: Personality and heart rate variability in relation to situation awareness during navigation training","10/gf36g7","NA","SARS",36,36,0.435611223,0.03030303,"Saus2012",658
"659","Saus",2012,"Who benefits from simulator training: Personality and heart rate variability in relation to situation awareness during navigation training","10/gf36g7","NA","SARS",36,36,0.005601508,0.03030303,"Saus2012",659
"660","Schuster",2012,"Individual differences in SA measurement and performance in human-robot teaming","10/ggqrzs","NA","SPAM",53,53,0.047034654,0.02,"Schuster2012",660
"661","Schuster",2012,"Individual differences in SA measurement and performance in human-robot teaming","10/ggqrzs","NA","SART",53,53,0.458670484,0.02,"Schuster2012",661
"662","Taylor",1995,"MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK",NA,"NA","SART",12,12,0.663970959,0.111111111,"Taylor1995",662
"663","Taylor",1995,"MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK",NA,"NA","SART",12,12,0.758173745,0.111111111,"Taylor1995",663
"664","Taylor",1995,"MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK",NA,"NA","SART",12,12,0.584598945,0.111111111,"Taylor1995",664
"665","Taylor",1995,"MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK",NA,"NA","SART",12,12,0.360892579,0.111111111,"Taylor1995",665
"666","Taylor",1995,"MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK",NA,"NA","SART",12,12,0.50750636,0.111111111,"Taylor1995",666
"667","Taylor",1995,"MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK",NA,"NA","SART",12,12,0.615518437,0.111111111,"Taylor1995",667
"668","Visser",2019,"Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance","10/ggqhk9","NA","SPAM",180,180,0.213171347,0.005649718,"Visser2019",668
"669","Visser",2019,"Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance","10/ggqhk9","NA","SPAM",180,180,0.418896043,0.005649718,"Visser2019",669
"670","Visser",2019,"Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance","10/ggqhk9","NA","SART",180,180,0.115511019,0.005649718,"Visser2019",670
"671","Visser",2019,"Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance","10/ggqhk9",NA,"SART",180,180,0.106399703,0.005649718,"Visser2019",671
"672","Wijayanto",2016,"Effects of morning-night differences and sleep deprivation on situation awareness and driving performance","10/ggqr2f",NA,"SAGAT",12,12,0.423686091,0.111111111,"Wijayanto2016",672
"673","Wijayanto",2016,"Effects of morning-night differences and sleep deprivation on situation awareness and driving performance","10/ggqr2f",NA,"SAGAT",12,12,0.168368058,0.111111111,"Wijayanto2016",673
"674","Wijayanto",2016,"Effects of morning-night differences and sleep deprivation on situation awareness and driving performance","10/ggqr2f",NA,"SAGAT",12,12,0.507782688,0.111111111,"Wijayanto2016",674
"675","Wojtusch",2019,"Evaluation of Human Factors for Assessing Human-Robot Interaction in Delayed Teleoperation",NA,NA,"SART",28,28,-0.202732554,0.04,"Wojtusch2019",675
"676","Wojtusch",2019,"Evaluation of Human Factors for Assessing Human-Robot Interaction in Delayed Teleoperation",NA,NA,"SART",28,28,0.120581028,0.04,"Wojtusch2019",676
"677","Wojtusch",2019,"Evaluation of Human Factors for Assessing Human-Robot Interaction in Delayed Teleoperation",NA,NA,"SART",28,28,0.497311288,0.04,"Wojtusch2019",677
"678","Cha",2019,"Use of non-technical skills can predict medical student performance in acute care simulated scenarios","10/ggqr3j",NA,"General Know.",41,41,0.646042831,0.026315789,"Cha2019",678
